Formula,Source,ID,space group,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,ν,wcc
RbTlO2,ICSD,33554,R-3m (166),1,4,34,2,1.027,1.16,0,(0;000),0
RbScS2,COD,2020008,R-3m (166),1,4,32,2,1.7063,2.455,0,(0;000),0
RbScO2,ICSD,31959,R-3m (166),1,4,32,2,3.1509,3.502,0,(0;000),0
RbPt2Se3,ICSD,69439,R-3m (166),1,12,94,2,0.8141,0.814,0,(0;000),0
RbGa7,COD,2106106,R-3m (166),1,16,200,3,0,0.011,0.408,(1;111),0
RbCd4As3,COD,4326073,R-3m (166),1,8,72,2,0,0.088,0.015,(0;111),0
RbBiS2,ICSD,52735,R-3m (166),1,4,36,2,1.0427,1.171,0,(0;000),0
Rb3Sb2Au3,COD,1510512,R-3m (166),1,8,70,2,1.0302,1.161,0,(0;000),0
Rb2Sn2O3,ICSD,24816,R-3m (166),1,7,64,2,0.9604,0.96,0,(0;000),0
Rb2LiGaF6,ICSD,50468,R-3m (166),1,20,152,1,6.4902,6.49,0,(0;000),0
Rb2LiFeF6,ICSD,16400,R-3m (166),1,20,142,1,0,0.021,0.178,(0;000),0
PtPbF6,ICSD,4057,R-3m (166),1,8,66,3,1.7818,1.946,0,(0;000),0
PtCl2,ICSD,28527,R-3m (166),1,18,144,2,0.6796,0.68,0,(0;000),0
Pd3(PbSe)2,ICSD,648365,R-3m (166),1,7,94,3,0,0.035,0.205,(0;111),0
PbI2,ICSD,108914,R-3m (166),1,6,56,1,1.4435,1.728,0,(0;000),0
PbI2,COD,9009142,R-3m (166),1,3,28,2,1.436,1.436,0,(0;000),0
PbI2,COD,9009143,R-3m (166),1,6,56,2,1.4443,1.444,0,(0;000),0
Pb,ICSD,105158,R-3m (166),1,2,28,1,0,0.792,0.047,(0;000),0
P2Pb3O8,COD,2102273,R-3m (166),1,13,100,1,3.1324,3.247,0,(0;000),0
P,ICSD,647901,R-3m (166),1,2,10,1,0,0.027,0.163,(0;000),0
Os(SCl6)2,ICSD,74680,R-3m (166),1,15,112,1,0.386,0.445,0,(0;000),0
O2,ICSD,190369,R-3m (166),1,2,12,1,0,0.027,0.525,(0;000),0
NiTe,ICSD,76730,R-3m (166),1,4,32,2,0,0.007,0.863,(0;000),0
NiO,ICSD,246910,R-3m (166),1,2,16,3,0,0,0.631,(0;000),1
NiI2,COD,9009133,R-3m (166),1,3,24,2,0,0.071,0.554,(0;000),0
NiCl2,COD,9009132,R-3m (166),1,3,24,2,0,0.01,0.603,(0;000),0
NiBr2,COD,9008013,R-3m (166),1,3,24,2,0,0.031,0.538,(0;000),0
Ni(AgO)2,COD,1509683,R-3m (166),1,5,44,3,0,0.014,0.495,(1;111),0
Ni3(SnS)2,COD,1524229,R-3m (166),1,7,70,3,0,0.021,0.392,(0;111),0
Ni3(PbSe)2,ICSD,646211,R-3m (166),1,7,70,3,0,0.026,0.256,(0;111),0
Ni3(PbS)2,COD,9000048,R-3m (166),1,7,70,3,0,0.05,0.277,(0;111),0
Nb6Zn7,ICSD,645562,R-3m (166),1,13,162,3,0,0.009,0.45,(1;111),0
Nb6Fe7,ICSD,188281,R-3m (166),1,13,134,3,0,0.004,0.486,(1;000),0
Nb2CS2,COD,1532143,R-3m (166),1,5,42,2,0,0.017,0.34,(0;111),0
NaZn4As3,COD,4326072,R-3m (166),1,8,72,2,0,0.004,0.004,(1;000),0
NaYSe2,ICSD,645037,R-3m (166),1,4,32,2,2.0793,2.766,0,(0;000),0
NaYS2,COD,2019542,R-3m (166),1,4,32,2,2.241,3.06,0,(0;000),0
NaVSe2,ICSD,77597,R-3m (166),1,4,34,2,0,0.001,0.319,(0;000),0
NaVS2,ICSD,76541,R-3m (166),1,4,34,2,0,0.003,0.331,(0;000),0
NaVO2,ICSD,420137,R-3m (166),1,4,34,2,0,0.003,0.47,(0;000),0
NaTlO2,ICSD,33630,R-3m (166),1,4,34,2,0.5868,0.737,0,(0;000),0
NaTaN2,ICSD,67347,R-3m (166),1,4,32,2,1.3216,1.867,0,(0;000),0
NaScS2,ICSD,644971,R-3m (166),1,4,32,2,1.6051,2.392,0,(0;000),0
NaScO2,ICSD,25729,R-3m (166),1,4,32,2,3.7686,4.439,0,(0;000),0
NaRhO2,ICSD,66280,R-3m (166),1,4,38,2,1.4316,1.523,0,(0;000),0
NaNbN2,ICSD,657407,R-3m (166),1,4,32,2,1.0313,1.255,0,(0;000),0
NaN3,COD,1010392,R-3m (166),1,4,24,1,4.3404,4.749,0,(0;000),0
NaInSe2,ICSD,25558,R-3m (166),1,4,34,2,1.0445,1.212,0,(0;000),0
NaInS2,ICSD,640037,R-3m (166),1,4,34,2,1.9197,2.109,0,(0;000),0
NaInO2,ICSD,31932,R-3m (166),1,4,34,3,0.5146,0.664,0,(0;000),0
NaHF2,COD,1010284,R-3m (166),1,4,24,1,6.6482,6.928,0,(0;000),0
NaCoO2,ICSD,96428,R-3m (166),1,4,38,2,0.9734,1.05,0,(0;000),0
NaCd4As3,COD,4326071,R-3m (166),1,8,72,2,0,0.06,0.092,(0;111),0
NaAlO2,ICSD,22216,R-3m (166),1,4,24,2,4.9533,5.037,0,(0;000),0
Na4HgP2,ICSD,67260,R-3m (166),1,7,58,1,0.9525,1.103,0,(0;000),0
Na4CdP2,ICSD,67262,R-3m (166),1,7,58,1,0.2097,0.314,0,(0;000),0
MoS2,ICSD,26622,R-3m (166),1,3,26,2,0,0.053,0.331,(1;111),0
Mn6Si7,ICSD,643625,R-3m (166),1,13,118,3,0,0,0.548,(1;000),0
Mn3Bi,ICSD,58808,R-3m (166),1,16,200,3,4.8879,0.002,1,(0;000),0
MgSiN2,ICSD,186509,R-3m (166),1,4,24,3,4.2341,5.092,0,(0;000),0
MgCO6,COD,5910029,R-3m (166),1,8,50,3,0,0.017,0.392,(0;000),0
MgCN2,ICSD,75039,R-3m (166),1,4,24,3,3.6366,4.688,0,(0;000),0
MgCl2,COD,9009129,R-3m (166),1,3,24,2,5.3598,5.36,0,(0;000),0
MgB9N,COD,2012796,R-3m (166),1,22,84,3,1.6873,1.742,0,(0;000),0
Mg3In,ICSD,51976,R-3m (166),1,16,172,3,0,0.018,0.766,(0;000),0
Mg2SiNi3,ICSD,44926,R-3m (166),1,6,54,3,0,0.028,0.204,(1;111),0
LiYSe2,ICSD,44963,R-3m (166),1,4,26,2,1.0914,2.359,0,(0;000),0
LiYS2,ICSD,44957,R-3m (166),1,4,26,2,1.6757,2.755,0,(0;000),0
LiVO2,COD,1529719,R-3m (166),1,4,28,2,0,0.005,0.513,(0;000),0
LiScS2,ICSD,642305,R-3m (166),1,4,26,2,1.5243,2.409,0,(0;000),0
LiRhO2,COD,1008161,R-3m (166),1,4,32,2,1.2294,1.393,0,(0;000),0
LiNO3,COD,1011340,R-3m (166),1,5,26,3,0,0.012,0.68,(1;111),0
LiInSe2,ICSD,56531,R-3m (166),1,4,28,2,0.1689,0.417,0,(0;000),0
LiHF2,ICSD,23883,R-3m (166),1,4,18,1,8.2121,8.402,0,(0;000),0
LiGaO2,ICSD,28388,R-3m (166),1,4,28,2,4.0872,4.268,0,(0;000),0
LiCoO2,COD,4505482,R-3m (166),1,4,32,2,1.0657,1.109,0,(0;000),0
LiAlO2,COD,9009880,R-3m (166),1,4,18,2,6.4953,6.634,0,(0;000),0
Li8Pb3,ICSD,15694,R-3m (166),1,11,66,1,0,0.155,0.632,(1;111),1
Li8Pb3,COD,1528240,R-3m (166),1,11,66,1,0,0.158,0.632,(1;111),0
Li5NCl2,ICSD,84763,R-3m (166),1,8,34,1,1.7049,1.706,0,(0;000),0
Li4ZrGe2,COD,1533277,R-3m (166),1,7,24,1,0,0.008,0.572,(1;000),0
Li4NCl,ICSD,84649,R-3m (166),1,6,24,1,1.8222,1.875,0,(0;000),0
KZn4P3,COD,4326070,R-3m (166),1,8,72,2,0.4584,0.5,0,(0;000),0
KYTe2,ICSD,419995,R-3m (166),1,4,32,3,0.682,1.76,0,(0;000),0
KYS2,COD,2105803,R-3m (166),1,4,32,2,2.2739,2.974,0,(0;000),0
KYO2,ICSD,49650,R-3m (166),1,4,32,2,3.4027,3.622,0,(0;000),0
KTlO2,ICSD,33553,R-3m (166),1,4,34,2,0.9793,1.14,0,(0;000),0
KScS2,COD,2020007,R-3m (166),1,4,32,2,1.7182,2.44,0,(0;000),0
KScO2,ICSD,34958,R-3m (166),1,4,32,2,3.7269,4.188,0,(0;000),0
KPt2Se3,ICSD,69438,R-3m (166),1,12,94,2,0.768,0.768,0,(0;000),0
KPt2S3,ICSD,40062,R-3m (166),1,12,94,2,1.3757,1.377,0,(0;000),0
KPd2O3,COD,4314864,R-3m (166),1,12,126,3,0.084,0.485,0,(0;000),0
KLi6TaO6,ICSD,73159,R-3m (166),1,14,76,1,4.4879,4.67,0,(0;000),0
KLi6IrO6,ICSD,61692,R-3m (166),1,14,80,1,0.3634,0.475,0,(0;000),0
KLi6BiO6,ICSD,72840,R-3m (166),1,14,78,1,2.0022,2.002,0,(0;000),0
KCd4P3,COD,4326069,R-3m (166),1,8,72,2,0,0,0.019,(1;000),0
KCd4As3,COD,4326068,R-3m (166),1,8,72,2,0,0.08,0.031,(0;111),0
KAuF6,COD,1510146,R-3m (166),1,8,62,1,2.4134,2.413,0,(0;000),0
KAsF6,COD,2310606,R-3m (166),1,8,56,1,3.9593,3.959,0,(0;000),0
K5InPb8,ICSD,152384,R-3m (166),1,14,170,3,0.1468,0.186,0,(0;000),0
K5CuSb2,ICSD,32032,R-3m (166),1,8,66,1,0.7123,0.859,0,(0;000),0
K4ZnP2,ICSD,67261,R-3m (166),1,7,58,1,0.952,1.023,0,(0;000),0
K4ZnAs2,COD,8102969,R-3m (166),1,7,58,1,0.7611,0.761,0,(0;000),0
K4HgP2,ICSD,67263,R-3m (166),1,7,58,1,1.021,1.064,0,(0;000),0
K4HgAs2,ICSD,402573,R-3m (166),1,7,58,1,0.7813,0.781,0,(0;000),0
K4CdP2,ICSD,61084,R-3m (166),1,7,58,1,0.89,0.963,0,(0;000),0
K4CdAs2,COD,1008853,R-3m (166),1,7,58,1,0.6689,0.691,0,(0;000),0
K4BeP2,ICSD,300110,R-3m (166),1,7,50,1,1.1639,1.189,0,(0;000),0
K4BeAs2,ICSD,300111,R-3m (166),1,7,50,1,0.8884,0.888,0,(0;000),0
K3Sb2Au3,COD,1510504,R-3m (166),1,8,70,2,0.7493,0.749,0,(0;000),0
K3NaFeCl6,ICSD,23182,R-3m (166),1,11,86,1,0.8954,0.895,0,(0;000),0
K3Cu3P2,COD,7221376,R-3m (166),1,8,70,2,1.2649,1.324,0,(0;000),0
K3Cu3As2,ICSD,32015,R-3m (166),1,8,70,2,1.2339,1.286,0,(0;000),0
K3Ag3As2,COD,7209371,R-3m (166),1,8,70,1,1.0898,1.09,0,(0;000),0
K2SrBe2F8,ICSD,109005,R-3m (166),1,13,92,1,7.2462,7.347,0,(0;000),0
K2Sn2O3,COD,1527186,R-3m (166),1,7,64,2,0.9774,0.977,0,(0;000),0
K2Pb(SO4)2,COD,9012718,R-3m (166),1,13,92,1,3.8802,4.111,0,(0;000),0
K2Pb(SO4)2,ICSD,29335,R-3m (166),1,13,92,3,0,0.005,0.654,(0;111),0
K2Mg(CO3)2,ICSD,31295,R-3m (166),1,11,72,1,4.2143,4.214,0,(0;000),0
K2LiAlH6,ICSD,245318,R-3m (166),1,20,60,1,2.586,2.909,0,(0;000),0
K2LiAlF6,ICSD,48149,R-3m (166),1,20,132,1,7.5678,7.568,0,(0;000),0
K2Ca(CO3)2,COD,9009292,R-3m (166),1,11,72,1,4.4404,4.44,0,(0;000),0
K2Be2PbF8,ICSD,9902,R-3m (166),1,13,96,1,4.8662,4.96,0,(0;000),0
InRh3PbS2,ICSD,640213,R-3m (166),1,7,90,3,0,0.034,0.245,(1;111),0
InP3,ICSD,37073,R-3m (166),1,8,56,3,0,0.002,0.443,(0;000),0
InCuO2,COD,1521924,R-3m (166),1,4,36,3,0.441,0.804,0,(0;000),0
InCo3SnS2,ICSD,425137,R-3m (166),1,7,90,3,0,0.007,0.201,(0;000),0
InCo3SnS2,ICSD,425136,R-3m (166),1,7,90,3,0.0451,0.067,0,(0;000),0
InBO6,COD,5910089,R-3m (166),1,8,52,3,0,0.007,0.415,(0;000),0
InAgSe2,ICSD,604401,R-3m (166),1,4,36,3,0,0.022,0.399,(0;000),0
InAgS2,COD,7209342,R-3m (166),1,4,36,3,0.5537,0.696,0,(0;000),0
InAgO2,COD,1509397,R-3m (166),1,4,36,3,0.352,1.07,0,(0;000),0
In2Te3,ICSD,657607,R-3m (166),1,5,44,3,0,0.088,0.34,(1;111),0
In2Se3,COD,1528774,R-3m (166),1,5,44,1,0,0.008,0.378,(0;111),0
In2Ni3Se2,ICSD,640141,R-3m (166),1,7,68,3,0,0.074,0.267,(0;111),0
In2Ni3S2,ICSD,640134,R-3m (166),1,7,68,3,0,0.051,0.258,(0;111),0
HgS,COD,9000004,R-3m (166),1,2,18,3,0,0.083,0.269,(1;000),0
Hg,ICSD,174005,R-3m (166),1,1,12,3,0,0.032,0.397,(1;000),0
HfNi3,ICSD,638697,R-3m (166),1,12,126,3,0,0.147,0.426,(0;111),0
HfNCl,ICSD,261539,R-3m (166),1,6,48,2,2.0932,2.412,0,(0;000),0
HfIN,ICSD,190384,R-3m (166),1,6,48,2,0.6678,1.802,0,(0;000),0
HfBrN,ICSD,190383,R-3m (166),1,6,48,2,1.8563,2.445,0,(0;000),0
Hf2Be17,ICSD,616280,R-3m (166),1,19,92,1,0,0.008,0.511,(1;000),0
H4NF2,ICSD,87361,R-3m (166),1,14,46,1,0,0.011,0.428,(0;000),0
Ge(Te2As)2,ICSD,68111,R-3m (166),1,7,38,2,0.1064,0.136,0,(0;000),0
GeP3,COD,1527464,R-3m (166),1,8,38,1,0,0.017,0.48,(1;111),0
Ge(BiTe2)2,ICSD,30394,R-3m (166),1,7,58,3,0,0.174,0.007,(1;111),0
Ge4Te7As2,ICSD,68114,R-3m (166),1,13,68,2,0,0.02,0.022,(1;000),0
Ge3(Te3As)2,ICSD,68113,R-3m (166),1,11,58,2,0.0423,0.11,0,(0;000),0
GaS,ICSD,40824,R-3m (166),1,4,38,2,1.5142,1.514,0,(0;000),0
GaGeTe,ICSD,35386,R-3m (166),1,6,46,2,0,0.037,0.032,(1;111),0
GaCuO2,ICSD,60846,R-3m (166),1,4,36,3,0.9088,1.63,0,(0;000),0
Ga2Te3,ICSD,657608,R-3m (166),1,5,44,2,0,0.032,0.483,(1;111),0
Ga2Fe2S5,ICSD,32551,R-3m (166),1,9,72,2,0.1302,0.26,0,(0;000),0
Ga,ICSD,2513,R-3m (166),1,22,286,3,0,0.006,0.807,(0;111),0
FeO,ICSD,82236,R-3m (166),1,2,14,3,0,0.086,0.246,(0;000),0
FeCl2,COD,9009128,R-3m (166),1,3,22,2,0.4056,0.438,0,(0;000),0
FeCl2,COD,9014952,R-3m (166),1,3,22,2,0.4967,0.504,0,(0;000),0
Fe7W6,ICSD,634060,R-3m (166),1,13,224,3,0,0.007,0.581,(1;000),0
Fe7Mo6,COD,1501463,R-3m (166),1,13,140,3,0,0.004,0.523,(1;000),0
Fe3Sn2,ICSD,71,R-3m (166),1,10,104,3,0,0.001,0.459,(1;111),0
Fe3S4,COD,9000077,R-3m (166),1,7,48,2,0,0.016,0.515,(0;000),0
Fe3S2O15,COD,9007285,R-3m (166),1,20,126,3,0,0.007,0.604,(1;111),0
CuRhO2,COD,1008162,R-3m (166),1,4,40,3,0.9783,1.39,0,(0;000),0
CuI,COD,9013921,R-3m (166),1,4,36,3,0.01,0.01,0,(1;000),0
Cu2H3ClO3,COD,9007603,R-3m (166),1,18,100,3,0,0,0.621,(1;000),0
CsPt2Se3,ICSD,69440,R-3m (166),1,12,94,2,0.8588,0.859,0,(0;000),0
CsNiF3,ICSD,410393,R-3m (166),1,15,120,3,0,0.015,0.438,(0;111),0
CsK(ClO4)2,ICSD,22504,R-3m (166),1,12,80,1,6.1528,6.157,0,(0;000),0
CsICl2,COD,2106471,R-3m (166),1,4,30,1,2.1106,2.293,0,(0;000),0
CsICl2,COD,1010073,R-3m (166),1,4,30,1,0,0,0.74,(1;111),0
CsGa7,COD,1525536,R-3m (166),1,16,200,3,0,0.038,0.4,(1;111),0
Cs4KLiGa2F12,ICSD,78927,R-3m (166),1,20,158,1,6.6244,6.626,0,(0;000),0
Cs4KLiFe2F12,ICSD,78928,R-3m (166),1,20,148,1,0.0021,0.004,0,(0;111),0
Cs4CdNi3F12,COD,1008268,R-3m (166),1,20,162,3,0,0.009,0.207,(1;111),0
Cs2O,COD,9009127,R-3m (166),1,3,24,2,1.3737,2.086,0,(0;000),0
Cs2NaVF6,ICSD,108910,R-3m (166),1,20,164,1,0.7701,0.008,1,(0;000),0
Cs2NaTiF6,ICSD,42153,R-3m (166),1,20,162,1,0,0,0.579,(1;111),0
Cs2NaNiF6,ICSD,42152,R-3m (166),1,20,158,1,0,0.001,0.685,(1;111),0
Cs2NaMnF6,ICSD,37006,R-3m (166),1,20,168,1,0.143,0.04,1,(0;000),0
Cs2NaGaF6,ICSD,55003,R-3m (166),1,20,164,1,6.4731,6.496,0,(0;000),0
Cs2NaFeF6,ICSD,16255,R-3m (166),1,20,154,1,0,0.001,0.149,(1;111),0
Cs2NaCrF6,ICSD,9002,R-3m (166),1,20,166,1,0,0.001,0.559,(0;000),0
Cs2NaCoF6,ICSD,42157,R-3m (166),1,20,172,2,0.666,0.668,0,(0;000),0
Cs2NaAlF6,ICSD,200305,R-3m (166),1,20,144,1,7.1303,7.161,0,(0;000),0
Cs2NaAl3F12,COD,1000164,R-3m (166),1,18,120,3,0.4217,0.565,0,(0;000),0
Cs2NaAl3F12,COD,1000492,R-3m (166),1,18,120,1,7.3545,7.371,0,(0;000),0
Cs2LiScCl6,ICSD,65734,R-3m (166),1,20,148,1,3.8468,3.847,0,(0;000),0
Cs2LiInCl6,ICSD,65735,R-3m (166),1,20,152,1,3.5009,3.501,0,(0;000),0
Cs2LiAl3F12,COD,1000165,R-3m (166),1,18,114,1,6.8333,6.936,0,(0;000),0
CS14,ICSD,26464,R-3m (166),1,15,88,2,2.3303,2.487,0,(0;000),0
CoHO2,COD,9009884,R-3m (166),1,4,30,3,1.0064,1.165,0,(0;000),0
CoCuO2,COD,1008152,R-3m (166),1,4,40,3,0.695,0.971,0,(0;000),0
CdCO3,COD,1011341,R-3m (166),1,5,34,3,0,0.008,0.815,(0;111),0
CdCN2,COD,7222161,R-3m (166),1,4,26,3,2.4076,2.566,0,(0;000),0
CdCl2,COD,9009125,R-3m (166),1,3,26,2,3.401,3.597,0,(0;000),0
CdBr2,COD,9009124,R-3m (166),1,3,26,2,2.7703,2.91,0,(0;000),0
CaTiF6,COD,1533036,R-3m (166),1,8,64,3,3.9477,3.948,0,(0;000),0
CaSi2,ICSD,15632,R-3m (166),1,3,18,2,0,0.054,0.217,(1;111),0
CaSi2,ICSD,52789,R-3m (166),1,6,36,1,0,0.038,0.12,(1;000),0
Ca(NiO2)4,ICSD,40470,R-3m (166),1,13,98,2,0,0,0.8,(1;111),0
CaNi3,ICSD,619444,R-3m (166),1,12,120,3,0,0.001,0.607,(1;000),0
Ca(Ni2B)6,COD,8103487,R-3m (166),1,19,148,3,0,0.003,0.766,(1;111),0
CaMg2Ni9,ICSD,54520,R-3m (166),1,12,120,3,0,0.001,0.669,(1;000),0
CaHgO2,ICSD,80717,R-3m (166),1,4,34,2,2.556,2.95,0,(0;000),0
CaGe2,ICSD,619304,R-3m (166),1,6,36,1,0,0.027,0.18,(1;000),0
CaGe2,ICSD,77316,R-3m (166),1,3,18,1,0,0.016,0.347,(0;000),0
Ca(GaAs)2,ICSD,422526,R-3m (166),1,5,46,2,0,0.082,0.05,(1;111),0
Ca(Cu2As)2,ICSD,32619,R-3m (166),1,7,64,2,0,0.006,0.438,(1;000),0
CaCN2,COD,1010503,R-3m (166),1,4,24,1,0,0.474,0.106,(0;000),0
Ca3SiBr2,COD,1521784,R-3m (166),1,6,48,1,0,0.001,0.479,(0;000),0
Ca3(PO4)2,COD,9005865,R-3m (166),1,13,88,1,5.5912,5.591,0,(0;000),0
Ca3Ni7B2,COD,8103447,R-3m (166),1,12,106,3,0,0.005,0.372,(0;000),0
Ca2Pt3O8,ICSD,65412,R-3m (166),1,13,98,1,1.149,1.308,0,(0;000),0
Ca2PI,ICSD,65217,R-3m (166),1,4,32,1,1.6369,1.93,0,(0;000),0
Ca2Ni7,ICSD,619443,R-3m (166),1,18,180,3,0,0.003,0.63,(1;111),0
Ca2NCl,ICSD,62555,R-3m (166),1,4,32,1,2.3335,2.334,0,(0;000),0
Ca2BrN,ICSD,153105,R-3m (166),1,4,32,1,2.4019,2.402,0,(0;000),0
Ca2AsI,ICSD,166534,R-3m (166),1,4,32,1,0,0.154,0.207,(0;000),0
C,COD,1100003,R-3m (166),1,2,8,2,0.0479,0.048,0,(0;111),0
C,COD,9012593,R-3m (166),1,10,40,3,4.5247,5.26,0,(0;000),0
C,COD,9012594,R-3m (166),1,14,56,3,4.4247,5.344,0,(0;000),0
Bi8Te9,ICSD,106330,R-3m (166),1,17,94,1,0,0.033,0.669,(0;111),0
Bi8Se9,ICSD,42665,R-3m (166),1,17,94,2,0,0.024,0.183,(0;111),0
Bi4Te3,ICSD,30526,R-3m (166),1,7,78,0,0,0.012,0.112,(0;111),0
Bi4Te3,COD,9011203,R-3m (166),1,7,78,3,0,0.012,0.112,(0;111),0
Bi4Se3,ICSD,20319,R-3m (166),1,7,38,2,0,0.081,0.168,(0;111),0
Bi4Se3,COD,9011943,R-3m (166),1,7,78,2,0,0.084,0.168,(0;111),0
Bi4S3,COD,9013958,R-3m (166),1,7,78,3,0,0.056,0.304,(1;111),0
Bi2TeSe2,COD,9004849,R-3m (166),1,5,48,2,0.1758,0.318,0,(1;000),0
Bi2TeI,ICSD,153858,R-3m (166),1,8,86,1,0,0.126,0.008,(0;111),0
Bi2Te4Pb,ICSD,616936,R-3m (166),1,7,68,3,0.0449,0.134,0,(1;111),0
Bi2Te3,ICSD,15753,R-3m (166),1,5,28,2,0.0867,0.094,0,(1;000),0
Bi2Te3,COD,9011962,R-3m (166),1,5,48,2,0.1253,0.128,0,(1;000),0
Bi2Te2Se,ICSD,43512,R-3m (166),1,5,48,2,0.2809,0.29,0,(1;000),0
Bi2Te2S,COD,9008043,R-3m (166),1,5,48,2,0.2724,0.346,0,(1;000),0
Bi2Se3,ICSD,165226,R-3m (166),1,5,28,2,0.2932,0.375,0,(1;000),0
Bi2Se3,COD,9011965,R-3m (166),1,5,48,2,0.2711,0.347,0,(1;000),0
Be(B6C)2,ICSD,612548,R-3m (166),1,15,48,3,0,0,0.279,(1;000),0
Be17Nb2,ICSD,58724,R-3m (166),1,19,94,1,0,0.033,0.637,(1;000),0
BaTiF6,ICSD,33789,R-3m (166),1,8,64,1,4.8484,4.971,0,(0;000),0
BaSiO3,COD,9010192,R-3m (166),1,15,96,3,3.4421,3.543,0,(0;000),0
BaSiF6,COD,1530106,R-3m (166),1,8,56,1,7.8259,7.826,0,(0;000),0
BaRuO3,COD,1528493,R-3m (166),1,15,132,3,0,0.014,0.31,(0;111),0
BaPbF6,ICSD,25521,R-3m (166),1,8,66,1,3.4266,3.427,0,(0;000),0
BaPb3,ICSD,419973,R-3m (166),1,12,156,3,0,0.011,0.473,(1;000),0
Ba(NiO2)4,ICSD,20898,R-3m (166),1,13,98,2,0,0.002,0.827,(1;111),0
BaNiF6,ICSD,35396,R-3m (166),1,8,62,1,1.4123,1.426,0,(0;000),0
Ba(Ni2B)6,COD,8103483,R-3m (166),1,19,148,3,0,0,0.748,(1;111),0
BaNb2V2O11,ICSD,165097,R-3m (166),1,16,128,2,2.2681,2.27,0,(0;000),0
BaMg(CO3)2,COD,9011458,R-3m (166),1,10,64,2,4.0954,4.178,0,(0;000),0
BaMg(CO3)2,ICSD,193059,R-3m (166),1,10,64,2,4.141,4.238,0,(0;000),0
BaLi2(MgSi)2,COD,8101152,R-3m (166),1,7,44,1,0,0.311,0.196,(0;000),0
BaLi2(MgGe)2,COD,8101153,R-3m (166),1,7,44,1,0,0.117,0.22,(0;000),0
BaHgO2,ICSD,74076,R-3m (166),1,4,34,1,2.5459,2.704,0,(0;000),0
BaGeF6,COD,1010206,R-3m (166),1,8,56,1,6.4215,6.422,0,(0;000),0
Ba(Cu2As)2,COD,1521018,R-3m (166),1,7,64,2,0,0.006,0.401,(1;000),0
BaCrF6,COD,1525278,R-3m (166),1,8,66,1,0,0,0.174,(0;000),0
BaC2,ICSD,186576,R-3m (166),1,3,18,1,1.1314,1.919,0,(0;000),0
Ba7Al10,ICSD,420092,R-3m (166),1,17,100,1,0,0.042,0.127,(1;000),0
Ba4Zr(RuO4)3,ICSD,47133,R-3m (166),1,20,164,3,0,0.002,0.486,(0;111),0
Ba3V2O8,COD,4305862,R-3m (166),1,13,104,1,3.6786,3.872,0,(0;000),0
Ba3Sc4,ICSD,20621,R-3m (166),1,7,74,1,0,0.017,0.749,(0;111),0
Ba3(PO4)2,COD,8103717,R-3m (166),1,13,88,1,5.2617,5.291,0,(0;000),0
Ba3Mn2O8,COD,2008132,R-3m (166),1,13,108,1,0,0.002,0.678,(0;111),0
Ba3Cr2O8,COD,2216715,R-3m (166),1,13,106,1,0,0,0.359,(0;000),0
Ba3(AsO4)2,COD,9016707,R-3m (166),1,13,88,1,4.531,4.737,0,(0;000),0
Ba2ZrTiO6,ICSD,189098,R-3m (166),1,10,72,3,2.1463,2.146,0,(0;000),0
Ba2PCl,ICSD,28134,R-3m (166),1,4,32,1,0.9165,0.956,0,(0;000),0
Ba2NiTeO6,ICSD,25005,R-3m (166),1,20,144,3,0,0.014,0.37,(0;111),0
Ba2NF,ICSD,262049,R-3m (166),1,4,32,1,0.9466,0.947,0,(0;000),0
Ba2NCl,ICSD,262051,R-3m (166),1,4,32,1,0.9986,0.999,0,(0;000),0
Ba2Mg(BO3)2,ICSD,75986,R-3m (166),1,11,72,1,4.8916,4.892,0,(0;000),0
Ba2Mg17,ICSD,150735,R-3m (166),1,19,190,1,0,0.012,0.675,(0;000),0
Ba2HN,COD,4030485,R-3m (166),1,4,26,1,1.046,1.336,0,(0;000),0
Ba2CuClO2,COD,2002176,R-3m (166),1,6,50,2,2.3733,2.373,0,(0;000),0
Ba2CuBrO2,COD,2002478,R-3m (166),1,6,50,2,2.3456,2.346,0,(0;000),0
Ba2BrN,ICSD,262056,R-3m (166),1,4,32,1,0.9748,0.975,0,(0;000),0
B6P,ICSD,615157,R-3m (166),1,14,46,3,2.3732,2.493,0,(0;000),0
B6O,COD,1511635,R-3m (166),1,14,48,3,1.679,1.679,0,(0;000),0
B6As,ICSD,107916,R-3m (166),1,14,46,3,2.5791,2.612,0,(0;000),0
B4C,ICSD,612562,R-3m (166),1,15,48,3,0.8525,0.871,0,(0;000),0
B2Mo,ICSD,167732,R-3m (166),1,6,40,3,0,0.02,0.604,(0;111),0
B12S,ICSD,150626,R-3m (166),1,13,42,3,0,0.009,0.23,(0;000),0
B,COD,1512492,R-3m (166),1,12,36,3,1.4362,1.829,0,(0;000),0
As,COD,9008574,R-3m (166),1,2,10,2,0,0.074,0.06,(1;111),0
AlTlO2,ICSD,29010,R-3m (166),1,8,56,3,1.3755,1.384,0,(0;000),0
AlCuO2,ICSD,188313,R-3m (166),1,4,26,3,1.9048,2.661,0,(0;000),0
Al8C3N4,ICSD,41261,R-3m (166),1,15,56,3,0,0.002,0.607,(0;111),0
AgSbTe2,COD,4111784,R-3m (166),1,4,28,3,0,0.671,0.213,(0;000),0
AgRhO2,ICSD,261561,R-3m (166),1,4,40,3,0.7741,1.125,0,(0;000),0
