SG,Top_Class,Formula,Source,ID,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,Z2,wcc
164,3.0,ZnNi3Sb2,ICSD,240197,1.0,6.0,52.0,3.0,0.0,0.003,0.629,(0;001),0.0
164,3.0,Na2SO4,ICSD,27955,1.0,14.0,96.0,1.0,0.0,0.0,0.521,(1;000),0.0
164,3.0,Rb3Na(RuO4)2,ICSD,416038,1.0,14.0,116.0,1.0,0.0,0.003,0.072,(0;001),0.0
164,3.0,Rb2Hg7,ICSD,107483,1.0,9.0,102.0,3.0,0.0,0.003,0.699,(0;000),0.0
164,3.0,K2Hg7,ICSD,107482,1.0,9.0,102.0,3.0,0.0,0.0,0.665,(0;001),0.0
164,3.0,Hf(CuP)2,ICSD,53287,1.0,5.0,44.0,3.0,0.0,0.001,0.174,(1;000),0.0
164,3.0,Sc2C,ICSD,280743,1.0,3.0,26.0,2.0,0.0,0.001,0.283,(1;001),0.0
164,3.0,Ba3CaIr2O9,ICSD,246280,1.0,15.0,128.0,3.0,0.0,0.002,0.47,(0;001),0.0
164,3.0,Ba2Ni3,ICSD,423734,1.0,5.0,50.0,2.0,0.0,0.0,0.618,(1;001),0.0
164,3.0,Al3Pt2,ICSD,58134,1.0,10.0,58.0,3.0,0.0,0.011,0.797,(0;001),0.0
165,1.0,YH3,ICSD,154809,1.0,24.0,84.0,3.0,0.0,0.037,0.008,(1;000),0.0
165,1.0,Cu3As,ICSD,26776,1.0,24.0,228.0,3.0,0.0,0.003,0.3,(1;000),0.0
165,4.0,Ca5CuPb3,ICSD,240159,1.0,18.0,206.0,1.0,0.0,0.0,0.617,(1;000),0.0
166,1.0,Zr3Te,ICSD,653216,1.0,12.0,54.0,3.0,0.0,0.047,0.356,(0;111),0.0
166,1.0,Te,ICSD,52499,1.0,2.0,12.0,3.0,0.0,0.136,0.557,(1;000),0.0
166,1.0,SrSn3,ICSD,410956,1.0,16.0,208.0,3.0,0.0,0.028,0.516,(1;111),0.0
166,1.0,TiSe,ICSD,652055,1.0,8.0,72.0,3.0,0.0,0.012,0.693,(1;000),0.0
166,1.0,Sb8Te3,ICSD,152188,1.0,11.0,58.0,0.0,0.0,0.076,0.042,(1;111),0.0
166,1.0,V3Sb2,ICSD,41814,1.0,10.0,98.0,3.0,0.0,0.014,0.367,(0;000),0.0
166,1.0,Sb2Te3,ICSD,2084,1.0,5.0,28.0,2.0,0.1121,0.227,0.0,(1;000),0.0
166,1.0,Sn(SbTe2)2,ICSD,30392,1.0,7.0,48.0,3.0,0.0,0.071,0.128,(1;111),0.0
166,1.0,Sb2TeSe2,ICSD,651529,1.0,5.0,28.0,2.0,0.0656,0.066,0.0,(1;000),0.0
166,1.0,TaS2,ICSD,24757,1.0,6.0,50.0,1.0,0.0,0.002,0.929,(1;000),0.0
166,1.0,Te4Pt3,ICSD,41372,1.0,7.0,54.0,3.0,0.0,0.033,0.76,(0;111),0.0
166,1.0,Te3Pt2,ICSD,41371,1.0,10.0,76.0,3.0,0.0,0.026,0.806,(1;111),0.0
166,1.0,TePt,ICSD,41370,1.0,4.0,32.0,2.0,0.0,0.073,0.748,(1;111),0.0
166,1.0,Tl2Pd3S2,ICSD,648763,1.0,7.0,92.0,3.0,0.0,0.071,0.442,(0;111),0.0
166,1.0,Tl2Ni3S2,ICSD,108893,1.0,7.0,68.0,3.0,0.0,0.054,0.414,(0;111),0.0
166,1.0,Ni3(PbSe)2,ICSD,646211,1.0,7.0,70.0,3.0,0.0,0.026,0.256,(0;111),0.0
166,1.0,Nb6Zn7,ICSD,645562,1.0,13.0,162.0,3.0,0.0,0.009,0.45,(1;111),0.0
166,1.0,WN2,ICSD,30364,1.0,3.0,24.0,2.0,0.0,0.002,0.186,(1;000),0.0
166,1.0,Mg2SiNi3,ICSD,44926,1.0,6.0,54.0,3.0,0.0,0.028,0.204,(1;111),0.0
166,1.0,In2Te3,ICSD,657607,1.0,5.0,44.0,3.0,0.0,0.088,0.34,(1;111),0.0
166,1.0,In2Ni3Se2,ICSD,640141,1.0,7.0,68.0,3.0,0.0,0.074,0.267,(0;111),0.0
166,1.0,In2Ni3S2,ICSD,640134,1.0,7.0,68.0,3.0,0.0,0.051,0.258,(0;111),0.0
166,1.0,Hg,ICSD,174005,1.0,1.0,12.0,3.0,0.0,0.032,0.397,(1;000),0.0
166,1.0,HfNi3,ICSD,638697,1.0,12.0,126.0,3.0,0.0,0.147,0.426,(0;111),0.0
166,1.0,ScHCl,ICSD,40981,1.0,6.0,38.0,2.0,0.0,0.011,0.232,(0;111),0.0
166,1.0,Ga2Te3,ICSD,657608,1.0,5.0,44.0,2.0,0.0,0.032,0.483,(1;111),0.0
166,1.0,GaGeTe,ICSD,35386,1.0,6.0,46.0,2.0,0.0,0.037,0.032,(1;111),0.0
166,1.0,Ga,ICSD,2513,1.0,22.0,286.0,3.0,0.0,0.006,0.807,(0;111),0.0
166,1.0,Fe7W6,ICSD,634060,1.0,13.0,224.0,3.0,0.0,0.007,0.581,(1;000),0.0
166,1.0,Fe3Sn2,ICSD,71,1.0,10.0,104.0,3.0,0.0,0.001,0.459,(1;111),0.0
166,1.0,TlFeO2,ICSD,29011,1.0,8.0,66.0,3.0,0.0,0.007,0.271,(0;000),0.0
166,1.0,Y2Ga2Fe15,ICSD,631854,1.0,19.0,168.0,3.0,3.9297,0.021,1.0,(0;000),0.0
166,1.0,TaCuN2,ICSD,190938,1.0,4.0,34.0,3.0,0.0,0.088,0.607,(1;111),0.0
166,1.0,CsNiF3,ICSD,410393,1.0,15.0,120.0,3.0,0.0,0.015,0.438,(0;111),0.0
166,1.0,Cs4KLiFe2F12,ICSD,78928,1.0,20.0,148.0,1.0,0.0021,0.004,0.0,(0;111),0.0
166,1.0,Cs2NaNiF6,ICSD,42152,1.0,20.0,158.0,1.0,0.0,0.001,0.685,(1;111),0.0
166,1.0,Cs2NaFeF6,ICSD,16255,1.0,20.0,154.0,1.0,0.0,0.001,0.149,(1;111),0.0
166,1.0,TaCo3,ICSD,24581,1.0,12.0,192.0,3.0,0.0,0.007,0.944,(1;111),0.0
166,1.0,ZrCl,ICSD,20145,1.0,4.0,22.0,2.0,0.0,0.068,0.166,(0;111),0.0
166,1.0,CaSi2,ICSD,52789,1.0,6.0,36.0,1.0,0.0,0.038,0.12,(1;000),0.0
166,1.0,CaSi2,ICSD,15632,1.0,3.0,18.0,2.0,0.0,0.054,0.217,(1;111),0.0
166,1.0,CaGe2,ICSD,77316,1.0,3.0,18.0,1.0,0.0,0.016,0.347,(0;000),0.0
166,1.0,CaGe2,ICSD,619304,1.0,6.0,36.0,1.0,0.0,0.027,0.18,(1;000),0.0
166,1.0,Ti8C5,ICSD,20822,1.0,13.0,116.0,3.0,0.0,0.005,0.11,(1;000),0.0
166,1.0,Ta2CS2,ICSD,23791,1.0,5.0,42.0,2.0,0.0,0.045,0.371,(1;111),0.0
166,1.0,Bi4Se3,ICSD,20319,1.0,7.0,38.0,2.0,0.0,0.081,0.168,(0;111),0.0
166,1.0,Bi2Te3,ICSD,15753,1.0,5.0,28.0,2.0,0.0867,0.094,0.0,(1;000),0.0
166,1.0,Bi2Se3,ICSD,165226,1.0,5.0,28.0,2.0,0.2932,0.375,0.0,(1;000),0.0
166,1.0,Bi2Te2Se,ICSD,43512,1.0,5.0,48.0,2.0,0.2809,0.29,0.0,(1;000),0.0
166,1.0,Ge(BiTe2)2,ICSD,30394,1.0,7.0,58.0,3.0,0.0,0.174,0.007,(1;111),0.0
166,1.0,Be17Nb2,ICSD,58724,1.0,19.0,94.0,1.0,0.0,0.033,0.637,(1;000),0.0
166,1.0,Ba3Sc4,ICSD,20621,1.0,7.0,74.0,1.0,0.0,0.017,0.749,(0;111),0.0
166,1.0,Ba2NiTeO6,ICSD,25005,1.0,20.0,144.0,3.0,0.0,0.014,0.37,(0;111),0.0
166,1.0,BaPb3,ICSD,419973,1.0,12.0,156.0,3.0,0.0,0.011,0.473,(1;000),0.0
166,1.0,Ba(NiO2)4,ICSD,20898,1.0,13.0,98.0,2.0,0.0,0.002,0.827,(1;111),0.0
166,1.0,Te3As2,ICSD,68110,1.0,5.0,28.0,2.0,0.0,0.077,0.045,(1;000),0.0
166,1.0,Ge4Te7As2,ICSD,68114,1.0,13.0,68.0,2.0,0.0,0.02,0.022,(1;000),0.0
166,1.0,Ge3(Te3As)2,ICSD,68113,1.0,11.0,58.0,2.0,0.0423,0.11,0.0,(0;000),0.0
166,1.0,Ca(GaAs)2,ICSD,422526,1.0,5.0,46.0,2.0,0.0,0.082,0.05,(1;111),0.0
166,1.0,Ba7Al10,ICSD,420092,1.0,17.0,100.0,1.0,0.0,0.042,0.127,(1;000),0.0
166,1.0,Sr(Ag2Sb)2,ICSD,424311,1.0,7.0,64.0,2.0,0.0,0.187,0.372,(0;111),0.0
166,3.0,Te,ICSD,52500,1.0,1.0,6.0,3.0,0.0,0.003,0.762,(0;000),0.0
166,3.0,Se,ICSD,656457,1.0,1.0,6.0,3.0,0.0,0.028,0.777,(0;000),0.0
166,3.0,Tl2Pd3Se2,ICSD,648843,1.0,7.0,92.0,3.0,0.0,0.004,0.569,(1;111),0.0
166,3.0,Pd3(PbSe)2,ICSD,648365,1.0,7.0,94.0,3.0,0.0,0.035,0.205,(0;111),0.0
166,3.0,Y2Ni7,ICSD,647051,1.0,18.0,184.0,3.0,13.5275,0.007,1.0,(0;000),0.0
166,3.0,NiTe,ICSD,76730,1.0,4.0,32.0,2.0,0.0,0.007,0.863,(0;000),0.0
166,3.0,K2Pb(SO4)2,ICSD,29335,1.0,13.0,92.0,3.0,0.0,0.005,0.654,(0;111),0.0
166,3.0,InRh3PbS2,ICSD,640213,1.0,7.0,90.0,3.0,0.0,0.034,0.245,(1;111),0.0
166,3.0,Ta6Fe7,ICSD,633791,1.0,13.0,134.0,3.0,0.0,0.002,0.546,(1;000),0.0
166,3.0,Y2Fe17,ICSD,634081,1.0,19.0,158.0,3.0,0.1004,0.023,1.0,(0;000),0.0
166,3.0,InCo3SnS2,ICSD,425137,1.0,7.0,90.0,3.0,0.0,0.007,0.201,(0;000),0.0
166,3.0,Ca2Ni7,ICSD,619443,1.0,18.0,180.0,3.0,0.0,0.003,0.63,(1;111),0.0
166,3.0,Al8C3N4,ICSD,41261,1.0,15.0,56.0,3.0,0.0,0.002,0.607,(0;111),0.0
166,3.0,Bi4Te3,ICSD,30526,1.0,7.0,78.0,0.0,0.0,0.012,0.112,(0;111),0.0
166,3.0,Ti2Be17,ICSD,109217,1.0,19.0,92.0,1.0,0.0,0.0,0.521,(1;000),0.0
166,3.0,Ba4Zr(RuO4)3,ICSD,47133,1.0,20.0,164.0,3.0,0.0,0.002,0.486,(0;111),0.0
166,3.0,Ba2Mg17,ICSD,150735,1.0,19.0,190.0,1.0,0.0,0.012,0.675,(0;000),0.0
166,3.0,Ca(Cu2As)2,ICSD,32619,1.0,7.0,64.0,2.0,0.0,0.006,0.438,(1;000),0.0
166,3.0,Ca2AsI,ICSD,166534,1.0,4.0,32.0,1.0,0.0,0.154,0.207,(0;000),0.0
166,3.0,InAgSe2,ICSD,604401,1.0,4.0,36.0,3.0,0.0,0.022,0.399,(0;000),0.0
167,1.0,Cr2(CN2)3,ICSD,421391,1.0,22.0,140.0,3.0,0.0,0.013,0.197,(0;000),0.0
167,1.0,Rb4CdBr6,ICSD,60625,1.0,22.0,180.0,1.0,0.0,0.004,0.321,(1;000),0.0
167,3.0,Zr3O,ICSD,27023,1.0,8.0,36.0,3.0,0.0,0.01,0.24,(1;000),0.0
167,3.0,Sr6Ga5N,ICSD,77645,1.0,24.0,260.0,1.0,0.0,0.007,0.357,(1;000),0.0
167,3.0,Ba6Ga5N,ICSD,77731,1.0,24.0,260.0,1.0,0.0,0.003,0.093,(1;000),0.0
167,3.0,Ba3NiO4,ICSD,30662,1.0,16.0,128.0,2.0,0.0,0.002,0.082,(0;000),0.0
167,3.0,Sr2(ZnAu2)3,ICSD,426464,1.0,22.0,244.0,3.0,0.0,0.003,0.587,(1;000),0.0
167,3.0,Al2O3,ICSD,99783,1.0,10.0,48.0,3.0,0.0,0.015,0.293,(1;000),0.0
167,4.0,Sr4RhO6,ICSD,109297,1.0,22.0,186.0,2.0,0.0,0.0,0.575,(0;000),0.0
167,4.0,TiF3,ICSD,67148,1.0,8.0,66.0,3.0,0.0,0.0,0.753,(0;000),0.0
167,4.0,CaSi7Ir3,ICSD,181449,1.0,22.0,178.0,3.0,0.0,0.0,0.794,(0;000),0.0
167,4.0,Sr2(GaAu2)3,ICSD,426465,1.0,22.0,250.0,3.0,0.0,0.0,0.535,(1;000),0.0
176,1.0,Sr3MnN3,ICSD,80772,1.0,14.0,120.0,1.0,0.0,0.002,0.909,(0;000),0.0
176,3.0,Ti3Se4,ICSD,79629,1.0,14.0,120.0,3.0,0.0,0.004,0.245,(0;000),0.0
176,3.0,Ba3MnN3,ICSD,80771,1.0,14.0,120.0,1.0,0.0,0.001,0.96,(1;000),0.0
176,3.0,BaFe4O7,ICSD,2530,1.0,24.0,168.0,3.0,0.0,0.002,0.763,(0;000),0.0
176,3.0,Nb3Te3As,ICSD,79934,1.0,14.0,124.0,3.0,0.0,0.009,0.369,(0;000),0.0
176,4.0,Tl(MoSe)3,ICSD,53119,1.0,14.0,146.0,1.0,0.0,0.0,0.29,(0;000),0.0
176,4.0,K(MoS)3,ICSD,30752,1.0,14.0,138.0,1.0,0.0,0.0,0.281,(0;000),0.0
176,4.0,In(TeMo)3,ICSD,53100,1.0,14.0,146.0,3.0,0.0,0.0,0.299,(0;000),0.0
176,4.0,In(MoSe)3,ICSD,53098,1.0,14.0,146.0,3.0,0.0,0.0,0.307,(0;000),0.0
176,4.0,Sr3CrN3,ICSD,154803,1.0,14.0,118.0,1.0,0.0,0.0,0.364,(0;000),0.0
176,4.0,Ba3FeN3,ICSD,36502,1.0,14.0,106.0,1.0,0.0,0.0,0.973,(1;000),0.0
176,4.0,Ba3CrN3,ICSD,154802,1.0,14.0,118.0,1.0,0.0,0.0,0.336,(0;000),0.0
180,3.0,YBPt2,ICSD,156947,0.0,12.0,102.0,3.0,0.0,0.012,0.375,,0.0
180,3.0,YBPt2,ICSD,156946,0.0,12.0,102.0,3.0,0.0,0.009,0.363,,0.0
180,4.0,Sn2Mo,ICSD,77114,0.0,18.0,252.0,3.0,0.0,0.0,0.472,,0.0
182,3.0,NaCu5S3,ICSD,61514,0.0,18.0,164.0,3.0,0.0,0.0,0.127,,0.0
185,3.0,Mg3Pt,ICSD,54253,0.0,24.0,240.0,3.0,0.0,0.0,0.639,,0.0
185,4.0,Mg3Ir,ICSD,106871,0.0,24.0,282.0,3.0,0.0,0.0,0.68,,0.0
185,4.0,BaMnO3,ICSD,89996,0.0,10.0,86.0,1.0,0.0,0.0,0.355,(1;100),1.0
186,3.0,FeS,ICSD,87502,0.0,16.0,112.0,3.0,0.0,0.002,0.58,,0.0
186,3.0,FeS,ICSD,68847,0.0,4.0,28.0,3.0,0.0,0.028,0.242,(0;000),1.0
186,3.0,MnInCu4,ICSD,424277,0.0,12.0,144.0,3.0,0.0,0.0,0.421,,0.0
186,3.0,YCuSn,ICSD,416544,0.0,6.0,72.0,0.0,0.0,0.004,0.222,(0;000),1.0
186,3.0,ScCuSn,ICSD,416543,0.0,6.0,72.0,0.0,0.0,0.01,0.225,(1;000),1.0
186,3.0,YCuPb,ICSD,107004,0.0,6.0,72.0,3.0,0.0,0.008,0.229,,0.0
186,3.0,CaZnSn,ICSD,106358,0.0,6.0,72.0,3.0,0.0,0.03,0.241,(0;000),1.0
186,3.0,YSnAu,ICSD,415826,0.0,6.0,72.0,3.0,0.0,0.014,0.191,(1;000),1.0
186,3.0,YGeAu,ICSD,405323,0.0,6.0,52.0,3.0,0.0,0.02,0.132,(1;000),1.0
186,3.0,ScGeAu,ICSD,81733,0.0,6.0,52.0,3.0,0.0,0.001,0.154,(0;000),1.0
186,3.0,CaBiAu,ICSD,248685,0.0,6.0,52.0,3.0,0.0,0.029,0.076,(1;000),1.0
186,3.0,CaBiAu,ICSD,248683,0.0,6.0,52.0,3.0,0.0,0.043,0.125,(0;000),1.0
186,3.0,CaBiAu,ICSD,248681,0.0,6.0,52.0,3.0,0.0,0.039,0.081,(0;000),1.0
186,3.0,CaBiAu,ICSD,248679,0.0,6.0,52.0,3.0,0.0,0.016,0.069,(1;000),1.0
186,3.0,CaBiAu,ICSD,248677,0.0,6.0,52.0,3.0,0.0,0.017,0.085,(1;000),1.0
186,3.0,YAgSn,ICSD,416375,0.0,6.0,72.0,3.0,0.0,0.0,0.211,(0;000),1.0
186,3.0,YAgSn,ICSD,245234,0.0,6.0,72.0,3.0,0.0,0.003,0.211,(1;000),1.0
186,3.0,CaAgBi,ICSD,416283,0.0,6.0,52.0,3.0,0.0,0.025,0.154,(0;000),1.0
186,4.0,Na6MnTe4,ICSD,65451,0.0,22.0,186.0,1.0,0.0,0.0,0.628,,0.0
186,4.0,Si3Ir,ICSD,26218,0.0,8.0,58.0,3.0,0.0,0.0,0.767,,0.0
186,4.0,HfCuSn,ICSD,190121,0.0,6.0,74.0,3.0,0.0,0.0,0.548,(1;001),1.0
186,4.0,Na6CoSe4,ICSD,68604,0.0,22.0,190.0,1.0,0.0,0.0,0.795,,0.0
187,3.0,ZrTe,ICSD,410867,0.0,2.0,18.0,3.0,0.0,0.0,0.093,(1;100),1.0
187,3.0,Mg(P2Rh3)2,ICSD,89610,0.0,11.0,132.0,3.0,0.0,0.002,0.304,,0.0
187,3.0,LiNiN,ICSD,411151,0.0,3.0,18.0,1.0,0.0,0.0,0.968,(1;100),1.0
187,3.0,Mg(Co3P2)2,ICSD,94412,0.0,11.0,84.0,3.0,0.0,0.0,0.225,,0.0
187,3.0,Sr(As2Rh3)2,ICSD,89613,0.0,11.0,132.0,3.0,0.0,0.003,0.271,,0.0
187,3.0,Mg(As2Rh3)2,ICSD,89611,0.0,11.0,132.0,3.0,0.0,0.004,0.409,,0.0
187,3.0,Ca(As2Rh3)2,ICSD,89612,0.0,11.0,132.0,3.0,0.0,0.002,0.264,(1;100),1.0
188,4.0,LiScI3,ICSD,73339,0.0,10.0,70.0,1.0,0.0,0.0,0.689,,0.0
189,1.0,Li5(NiN)3,ICSD,411152,0.0,11.0,60.0,1.0,0.0,0.0,0.97,,0.0
189,1.0,YMgIn,ICSD,160910,0.0,9.0,102.0,3.0,0.0,0.035,0.237,,0.0
189,1.0,Hf6NiSb2,ICSD,85966,0.0,9.0,92.0,3.0,0.0,0.0,0.952,,0.0
189,1.0,TiGePd,ICSD,409925,0.0,9.0,78.0,3.0,0.0,0.0,0.203,,0.0
189,1.0,YMgGa,ICSD,160909,0.0,9.0,102.0,3.0,0.0,0.019,0.169,(0;000),1.0
189,1.0,BaNaBi,ICSD,413810,0.0,9.0,72.0,1.0,0.0066,0.007,0.0,(1;000),1.0
189,1.0,MgGaAu,ICSD,192086,0.0,9.0,102.0,3.0,0.0,0.033,0.628,(0;100),1.0
189,1.0,YMgAl,ICSD,160908,0.0,9.0,72.0,3.0,0.0,0.002,0.313,(0;000),1.0
189,1.0,CaAgP,ICSD,10016,0.0,9.0,78.0,3.0,0.0,0.016,0.038,(0;000),1.0
189,1.0,CaAgAs,ICSD,10017,0.0,9.0,78.0,3.0,0.0,0.091,0.008,(1;000),1.0
189,3.0,Zr6Sb2Pt,ICSD,157366,0.0,9.0,44.0,3.0,0.0,0.0,0.847,(0;000),1.0
189,3.0,Sc6Te2Os,ICSD,98972,0.0,9.0,94.0,3.0,0.0,0.0,0.519,,0.0
189,3.0,YInPt,ICSD,415509,0.0,9.0,102.0,3.0,0.0,0.022,0.879,,0.0
189,3.0,ScInPt,ICSD,411459,0.0,9.0,102.0,3.0,0.0,0.0,0.673,,0.0
189,3.0,Zr6FeTe2,ICSD,82530,0.0,9.0,44.0,3.0,0.0,0.0,0.846,(0;100),1.0
189,3.0,Sc6FeTe2,ICSD,90081,0.0,9.0,86.0,3.0,0.0,0.0,0.534,,0.0
189,3.0,Sn5(BRh3)2,ICSD,77352,0.0,13.0,178.0,3.0,0.0,0.003,0.569,,0.0
189,3.0,Sn5(BIr3)2,ICSD,78984,0.0,13.0,130.0,3.0,0.0,0.0,0.323,,0.0
189,3.0,Y3Al3NiGe2,ICSD,76297,0.0,9.0,60.0,3.0,0.0,0.0,0.624,,0.0
189,3.0,Hf6Al2Pt,ICSD,261007,0.0,9.0,88.0,3.0,0.0,0.0,0.878,,0.0
189,3.0,Zr6Al2Fe,ICSD,402701,0.0,9.0,38.0,3.0,0.0,0.0,0.867,(1;100),1.0
190,4.0,ScSnPt,ICSD,411822,0.0,18.0,210.0,3.0,0.0,0.0,0.554,,0.0
190,4.0,ScSnPd,ICSD,418976,0.0,18.0,258.0,3.0,0.0,0.0,0.486,,0.0
190,4.0,ZrSnIr,ICSD,408901,0.0,18.0,210.0,3.0,0.0,0.0,0.498,,0.0
190,4.0,HfSnRh,ICSD,107474,0.0,18.0,258.0,3.0,0.0,0.0,0.493,,0.0
190,4.0,ZrGaPt,ICSD,152132,0.0,18.0,162.0,3.0,0.0,0.0,0.418,,0.0
190,4.0,HfGaPt,ICSD,156268,0.0,18.0,210.0,3.0,0.0,0.0,0.509,,0.0
190,4.0,HfCoSn,ICSD,107472,0.0,18.0,258.0,3.0,0.0,0.0,0.514,,0.0
190,4.0,ZrAlPt,ICSD,156266,0.0,18.0,102.0,3.0,0.0,0.0,0.608,,0.0
191,1.0,CaZn5,ICSD,418614,1.0,6.0,70.0,3.0,0.0,0.0,0.68,(1;000),0.0
191,1.0,BaSn5,ICSD,107305,1.0,6.0,80.0,2.0,0.0,0.01,0.705,(1;001),0.0
191,3.0,SrZn5,ICSD,418615,1.0,6.0,70.0,3.0,0.0,0.0,0.653,(1;000),0.0
191,3.0,Mg(CoGe)6,ICSD,415256,1.0,13.0,136.0,3.0,0.0,0.002,0.526,(1;000),0.0
191,3.0,CaZn3Ni2,ICSD,245512,1.0,18.0,198.0,3.0,0.0,0.001,0.95,(1;001),0.0
193,1.0,Zr5Sn3,ICSD,150562,1.0,16.0,124.0,3.0,0.0,0.004,0.512,(1;000),0.0
193,3.0,Zr5Sb4,ICSD,153609,1.0,18.0,80.0,3.0,0.0,0.006,0.733,(0;000),0.0
193,3.0,Nb5Si3P,ICSD,165098,1.0,18.0,164.0,3.0,0.0,0.001,0.732,(0;000),0.0
193,3.0,NbI3,ICSD,109145,1.0,8.0,68.0,1.0,0.0,0.006,0.336,(0;000),0.0
193,3.0,Hf5Sn4,ICSD,107313,1.0,18.0,232.0,3.0,0.0,0.005,0.644,(0;000),0.0
193,3.0,Hf5Si3,ICSD,53042,1.0,16.0,144.0,3.0,0.0,0.011,0.566,(1;000),0.0
193,3.0,Sc5Ga3,ICSD,150543,1.0,16.0,188.0,3.0,0.0,0.001,0.449,(1;000),0.0
193,3.0,Y5CuPb3,ICSD,107005,1.0,18.0,216.0,3.0,0.0,0.001,0.856,(1;000),0.0
193,3.0,Zr5In3Cu,ICSD,190115,1.0,18.0,140.0,3.0,0.0,0.001,0.63,(1;000),0.0
193,3.0,Ca6MnN5,ICSD,80184,1.0,24.0,200.0,1.0,0.0,0.0,0.605,(1;000),0.0
193,3.0,Ge3Mo5C,ICSD,42922,1.0,18.0,172.0,3.0,0.0,0.002,0.844,(0;000),0.0
193,3.0,Zr5In3Ag,ICSD,190116,1.0,18.0,140.0,3.0,0.0,0.0,0.676,(1;000),0.0
193,4.0,Zr5Sb3,ICSD,153607,1.0,16.0,70.0,3.0,0.0,0.0,0.615,(1;000),0.0
193,4.0,Sr5Sb3,ICSD,57517,1.0,16.0,130.0,1.0,0.0,0.0,0.508,(0;000),0.0
193,4.0,Zr5SiSb3,ICSD,57144,1.0,18.0,78.0,3.0,0.0,0.0,0.778,(0;000),0.0
193,4.0,TiP,ICSD,24148,1.0,12.0,102.0,3.0,0.0,0.0,0.88,(0;000),0.0
193,4.0,Nb5Pt3O,ICSD,36277,1.0,18.0,202.0,3.0,0.0,0.0,0.966,(0;000),0.0
193,4.0,Ta5N6,ICSD,166512,1.0,22.0,190.0,3.0,0.0,0.0,0.755,(0;000),0.0
193,4.0,Nb5N6,ICSD,26252,1.0,22.0,190.0,3.0,0.0,0.0,0.749,(0;000),0.0
193,4.0,V5P3N,ICSD,29285,1.0,18.0,170.0,3.0,0.0,0.0,0.852,(0;000),0.0
193,4.0,Hf5ZnSb3,ICSD,42913,1.0,18.0,174.0,3.0,0.0,0.0,0.789,(1;000),0.0
193,4.0,HfI3,ICSD,23947,1.0,8.0,66.0,1.0,0.0,0.0,0.633,(0;000),0.0
193,4.0,Y5Ge3,ICSD,57122,1.0,16.0,134.0,3.0,0.0,0.0,0.794,(1;000),0.0
193,4.0,V5Ge3,ICSD,44504,1.0,16.0,154.0,3.0,0.0,0.0,0.642,(1;001),0.0
193,4.0,Hf5CuSn3,ICSD,107310,1.0,18.0,226.0,3.0,0.0,0.0,0.981,(0;000),0.0
193,4.0,Hf5CuPb3,ICSD,107314,1.0,18.0,226.0,3.0,0.0,0.0,0.976,(0;000),0.0
193,4.0,ZrCl3,ICSD,23944,1.0,8.0,50.0,1.0,0.0,0.0,0.502,(0;000),0.0
193,4.0,RuCl3,ICSD,22090,1.0,8.0,74.0,1.0,0.0,0.0,0.819,(0;000),0.0
193,4.0,Ca6FeN5,ICSD,33796,1.0,24.0,186.0,1.0,0.0,0.0,0.852,(0;000),0.0
193,4.0,ZrBr3,ICSD,23945,1.0,8.0,50.0,1.0,0.0,0.0,0.543,(0;000),0.0
193,4.0,Sr5Bi3,ICSD,41838,1.0,16.0,130.0,1.0,0.0,0.0,0.58,(1;000),0.0
193,4.0,Ta3(BiS3)2,ICSD,74697,1.0,22.0,210.0,3.0,0.0,0.0,0.977,(0;000),0.0
193,4.0,Ba5Bi3,ICSD,41839,1.0,16.0,190.0,1.0,0.0,0.0,0.703,(1;000),0.0
193,4.0,Ba3N,ICSD,77730,1.0,8.0,70.0,1.0,0.0,0.0,0.81,(0;000),0.0
193,4.0,Sr5As3,ICSD,44067,1.0,16.0,130.0,1.0,0.0,0.0,0.492,(0;000),0.0
193,4.0,Ca5As3,ICSD,43877,1.0,16.0,130.0,1.0,0.0,0.0,0.557,(0;000),0.0
193,4.0,Ba5As3,ICSD,43872,1.0,16.0,130.0,1.0,0.0,0.0,0.726,(0;000),0.0
193,4.0,Hf5Al3,ICSD,57898,1.0,16.0,138.0,3.0,0.0,0.0,0.887,(0;000),0.0
194,1.0,Ti3GeC2,ICSD,180428,1.0,12.0,96.0,3.0,0.0,0.015,0.413,(1;000),0.0
194,3.0,YZnSn,ICSD,152622,1.0,12.0,148.0,3.0,0.0,0.012,0.43,(0;000),0.0
194,3.0,O2,ICSD,164724,1.0,4.0,24.0,1.0,0.0,0.002,0.588,(1;000),0.0
194,3.0,SrIn2,ICSD,414235,1.0,6.0,72.0,3.0,0.0,0.058,0.204,(0;000),0.0
194,3.0,SrNi3Ge2,ICSD,419660,1.0,12.0,96.0,2.0,0.0,0.003,0.907,(1;000),0.0
194,3.0,YZnGe,ICSD,163345,1.0,12.0,108.0,3.0,0.0,0.005,0.471,(1;000),0.0
194,3.0,SrNi2Ge,ICSD,419659,1.0,8.0,68.0,3.0,0.0,0.016,0.5,(0;000),0.0
194,3.0,CsTiI3,ICSD,154258,1.0,10.0,84.0,1.0,0.0,0.014,0.483,(0;000),0.0
194,3.0,CsNiI3,ICSD,423830,1.0,10.0,80.0,1.0,0.0,0.017,0.383,(0;000),0.0
194,3.0,CaZn2,ICSD,418878,1.0,12.0,136.0,3.0,0.0,0.009,0.605,(0;000),0.0
